time,tweet_id,tweet_text,user_id,location,followers,retweets,country_code,coordinates
Sat Aug 15 16:04:55 +0000 2020,1294666390201401300,yosoyclovis jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali buen día la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados gracias por escribir saludos,1873361076,"Cali, Colombia",17164,0,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:08:47 +0000 2020,1294667363489648600,marujitalulu jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali buen día maruja así es por eso la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad y son ellos quienes comunicarán los resultados aquí solo estamos compartiendo opiniones saludos,1873361076,"Cali, Colombia",17164,0,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:19:08 +0000 2020,1294669964574695400,maritzam17 buen día la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados gracias por escribir saludos,1873361076,"Cali, Colombia",17164,0,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 15:54:07 +0000 2020,1294663672791478300,la tasa de mortalidad de cali comenzó a descender hace unas semanas la gráfica muestra comparativa con otras capitales seguimos estudiando comportamiento de covid19 ¿podría ser este un primer resultado del uso de la ivermectina leo sus opiniones  jorgeivanospina httpstcowzyfvkhdsu,1873361076,"Cali, Colombia",17164,126,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:02:55 +0000 2020,1294665887383990300,rochygvl jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali buen día la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados gracias por escribir saludos,1873361076,"Cali, Colombia",17164,0,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:10:10 +0000 2020,1294667709117079600,jcpantojag graffitiborrao jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali saludcali buen día camilo la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados aquí solo compartimos las opiniones de los ciudadanos,1873361076,"Cali, Colombia",17164,1,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:18:33 +0000 2020,1294669820638748700,gloria2111 jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali hola gloria la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados hoy solo compartimos nuestras opiniones frente al tema,1873361076,"Cali, Colombia",17164,0,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:17:12 +0000 2020,1294669480115789800,jackbecsky jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali buen día la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados gracias por escribir saludos,1873361076,"Cali, Colombia",17164,1,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:16:43 +0000 2020,1294669357205815300,juanurregor jorgeivanospina elpaiscali caracolcali twiteroscali noticiascalidad noti90minutos adncali calibn enteratecali rcn980cali hola juan camilo la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados aquí solo compartimos las opiniones de los ciudadanos,1873361076,"Cali, Colombia",17164,3,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sat Aug 15 16:15:13 +0000 2020,1294668980511178800,alejocalder no alejo la investigación sobre ivermectina en pacientes con covid19 se adelanta en el centro de estudios en infectología pediátrica de la ciudad son ellos quienes comunicarán los resultados aquí solo compartimos opiniones,1873361076,"Cali, Colombia",17164,0,CO,"[[[-76.7846800036655, 3.26913399624167], [-76.5709860039852, 3.26913399624167], [-76.5709860039852, 3.57346299961658], [-76.7846800036655, 3.57346299961658]]]"
Sun Aug 16 10:04:01 +0000 2020,1294937953777614800,vanyathais un pack básico p combatir el coronavirus p personas infect y q solo tienen síntomas leves y son el 80 se comp d 5 azitromicina 15 paracetamol 2 ivermectina y a costo no pasa de 120 soles y no pasa de 100 millones xq se han gastado 110 mil millones y nada,1352937007,,451,1,PE,"[[[-77.08807403988, -12.0805769671078], [-76.9998589200733, -12.0805769671078], [-76.9998589200733, -12.0303590407488], [-77.08807403988, -12.0303590407488]]]"
Mon Aug 17 03:25:09 +0000 2020,1295199964864356400,aunque no es probado científicamente la ivermectina le ayudo al presidente uribe a salir del covid19 buena esa por él  y por jorgeivanospina que autorizó este tratamiento en nuestra ciudad,69087164,Cali - Valle del Cauca,167,1,CO,"[[[-76.5845280028868, 3.26636899572575], [-76.4076319993627, 3.26636899572575], [-76.4076319993627, 3.46199499871198], [-76.5845280028868, 3.46199499871198]]]"
Mon Aug 17 12:50:05 +0000 2020,1295342131205361700,🆘masacres con sentido social🆘  el iluminado y corrupto habla q la ivermectina le ayudo a salir del covid19  en colombia se creía que las masacres eran cosa del pasado hasta que volvió el patrón del mal  sigan votando por el que diga uribe o voten en blanco  es más de lo mismo,140487012,Chiquinquirá y Santa Marta,2779,2,CO,"[[[-74.2422984564063, 10.7982489953454], [-73.6123448206194, 10.7982489953454], [-73.6123448206194, 11.3486757767071], [-74.2422984564063, 11.3486757767071]]]"
Mon Aug 17 14:30:48 +0000 2020,1295367479246459000,la ivermectina hace rato está escasa en las droguerías  todo lo q sirve para tratar el coronavirus y es barato los laboratorios y alguien más  lo tienen guardado porque creen ustedes ,1122972666707759100,"Bogotá, D.C., Colombia",361,0,CO,"[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]"
Mon Aug 17 21:58:49 +0000 2020,1295480228152848400,“luego de 21 días salí del coronavirus tomé tres veces ivermectina hoy estoy recuperado todavía realizo ejercicios respiratorios en la noche tengo una preocupación y es el 2022 necesitamos una gran coalición y voy a trabajar en eso” alvarouribevel,519580545,Cuidad-Gotica a 1/2 de M/llín,431,1,CO,"[[[-75.7316530015595, 6.16605899574181], [-75.5067729989301, 6.16605899574181], [-75.5067729989301, 6.37570699956419], [-75.7316530015595, 6.37570699956419]]]"
Tue Aug 18 18:40:02 +0000 2020,1295792587601846300,quemandolasalsa csarahmotat la ivermectina no es para caso grave es al comienzo del covid19,232185812,Republica Dominicana,435,0,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Wed Aug 19 18:45:33 +0000 2020,1296156363291160600,otra vez charales 👀  dexa no en asintomáticos ivermectina solo si estodexa solo si aquello y la carabina de ambrosio   chale agradezco a la academia pero que desmadre al final de cuentas la medicina basada en evidencias no es más que la experiencia clínica en papel httpstcopqvs3jlbpe,1909684141,"Tijuana, Baja California",343,0,MX,"[[[-117.2984211, 32.0982919], [-116.5597831, 32.0982919], [-116.5597831, 32.567461], [-117.2984211, 32.567461]]]"
Thu Aug 20 01:30:56 +0000 2020,1296258383742468000,alestilojuliana ante tus críticas a otras formas de tratamiento contra el sars cov2 y como te oigo porque  nos tratan con la ivermectina que no tiene estudio para tratamiento del covid19,214269718,LORETO,27,0,PE,"[[[-73.6442841578488, -3.74445701499993], [-73.1143828829911, -3.74445701499993], [-73.1143828829911, -3.30192603048401], [-73.6442841578488, -3.30192603048401]]]"
Fri Aug 21 09:13:00 +0000 2020,1296737052571164700,impacto de la ivermectina en la lucha contra el coronavirus  httpstcodmxndiyvtw,1230112919213543400,Sitja Nin 941,268,0,AR,"[[[-59.689189, -30.7347646], [-55.6190826, -30.7347646], [-55.6190826, -27.24655], [-59.689189, -27.24655]]]"
Sun Aug 23 06:26:15 +0000 2020,1297419867570802700,gipeit maytatristan insperu rmapalacios la evidencia científica debe informar la toma de decisiones en ese sentido insperu e ietsi de essaludperu  reportaron ausencia de evidencia para ivermectina y evidencia de no beneficios clínicos  y mayor daño para hidroxicloroquina en tratamiento de la covid19,162463398,"Frías, Piura, Peru",3761,0,PE,"[[[-80.8061680798492, -5.81099400076909], [-79.9684520378405, -5.81099400076909], [-79.9684520378405, -5.15541302848246], [-80.8061680798492, -5.15541302848246]]]"
Sun Aug 23 15:06:58 +0000 2020,1297550907882778600,este es el equipo de saludcorrientes a cargo de la puesta en marcha del estudio científico de ivermectina que hoy da inicio a este tratamiento en los primeros pacientes positivos a covid19 con el fin de prevenir hospitalizaciones httpstcopd1x8t4yto,1110271821373419500,"Corrientes, Argentina",921,0,AR,"[[[-58.855973, -27.537017], [-58.736291, -27.537017], [-58.736291, -27.437049], [-58.855973, -27.437049]]]"
Mon Aug 24 12:13:26 +0000 2020,1297869624743276500,si seguimos automedicándonos ivermectina indiscriminadamente lo único que lograremos será la erradicación de los piojos y el covid19 seguirá  no existe tratamiento específico o preventivo contra coronavirus ,179658343,"@Puebla, Puebla.",3127,6,MX,"[[[-98.289206, 18.83765], [-98.019327, 18.83765], [-98.019327, 19.226809], [-98.289206, 19.226809]]]"
Thu Aug 27 00:36:33 +0000 2020,1298781413932753000,aproposito de que se extenderá el estado de emergencia azua lizamavel mariolysosap y la curva del covid19 no han dado con ellas saludpublicard y no autorizan la ivermectina será que tampoco hay un plan todos es improvisado faumontes indiralabella wallynet3 rafasuma httpstcokz9vq86x4s,3230039054,Dominican Republic,6923,0,DO,"[[[-70.9620562899141, 18.2484935764343], [-70.6415587638442, 18.2484935764343], [-70.6415587638442, 18.5670084887211], [-70.9620562899141, 18.5670084887211]]]"
Thu Aug 27 23:40:47 +0000 2020,1299129767493431300,corrientes será pionera en el mundo en realizar una prueba a pacientes con covid19 y demostrar si la ivermectina es eficaz para reducir los tiempos de internación y de contagio  el equipo de salud pública y el… httpstco5suns04xut,186318278,Juan Pujol Corrientes,512,0,AR,"[[[-59.689189, -30.7347646], [-55.6190826, -30.7347646], [-55.6190826, -27.24655], [-59.689189, -27.24655]]]"
Fri Aug 28 02:37:28 +0000 2020,1299174227657011200,de igual forma con la ivermectina se advirtió por todo ladosin embargo en el congreso se sigue debatiendo el uso de dichos medicamentos y hasta los entes regionales se dedicaron a producirlos increíble httpstco5ywoeaggqg,211329284,"Quillabamba, Cusco.",237,0,PE,"[[[-72.8660739618318, -12.9943619994051], [-72.6304258788129, -12.9943619994051], [-72.6304258788129, -12.7426069774044], [-72.8660739618318, -12.7426069774044]]]"
Fri Aug 28 18:06:36 +0000 2020,1299408054509801500,ivermectina  no hay evidencia   forosaludec httpstco68epr8rxws,140472582,Quito - Ecuador,1673,2,EC,"[[[-78.948465999276, -0.588618000469648], [-78.1648970044175, -0.588618000469648], [-78.1648970044175, 0.255476999458879], [-78.948465999276, 0.255476999458879]]]"
Sun Aug 30 15:06:19 +0000 2020,1300087460572078000,la ivermectina es un antiparasitario  de comprobada eficacia como taly es de uso humanoy si tiene el plus de cierta acción contra el covid19 aleluyano veo la razón por la que se desautorize su uso luisbareiro,1028699766107066400,,799,0,PY,"[[[-56.7647247, -25.8265724], [-54.9472504, -25.8265724], [-54.9472504, -24.5455875], [-56.7647247, -24.5455875]]]"
Sun Aug 30 21:40:32 +0000 2020,1300186668629192700,estebanortizmd cuál es su opinión con respecto al uso de ivermectina como tratamiento o prevención para el covid19 doc  httpstcohpp1cs7yzy via opsoms,189684827,Quito-Ecuador,133,0,EC,"[[[-78.948465999276, -0.588618000469648], [-78.1648970044175, -0.588618000469648], [-78.1648970044175, 0.255476999458879], [-78.948465999276, 0.255476999458879]]]"
Mon Aug 31 14:19:14 +0000 2020,1300437996852916200,el cna revela ante la ciudadanía el informe 9 de la serie  la corrupción en tiempos del covid19 revelando serias irregularidad de sobrevaloración en la compra de ivermectina de parte de investh y copeco en el tratamiento maiz  descargue aquí 👇 httpstcox2qdgfnazg,757973101518942200,Honduras,38657,90,HN,"[[[-89.3507919, 12.984911], [-83.1355948, 12.984911], [-83.1355948, 17.417354], [-89.3507919, 17.417354]]]"
Mon Aug 31 14:46:02 +0000 2020,1300444742342279200,pero la gente recetado ivermectina a cuanta persona conozca señora desde cuando sos médico deja de publicar y enviar videos en cadenas sobre tomar cosas para el coronavirus seamos responsables httpstcoa1yxi2dli8,499411174,Paraguay,603,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Mon Aug 31 22:41:47 +0000 2020,1300564469664407600,lo mismo que con la ivermectina😂 httpstcovi5hlq7wbb,986701171271372800,"Bogotá, D.C., Colombia",1087,0,CO,"[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]"
Tue Sep 01 22:27:51 +0000 2020,1300923349095379000,es tan eficaz que en el mundo entero sigue muriendo gente como pororó que tontos son que no toman ivermectina  httpstco1plo7btpkj,270606296,Asuncion - Paraguay,1440,2,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Thu Sep 03 00:41:38 +0000 2020,1301319407638122500,positivo covid19 para dr federico mangione gte hosp materno infantil  se encuentra bien ya aislado sólo febricula complementa sus cuidados con carragenina nasitral e ivermectina,280241414,"SALTA, Argentina",4123,4,AR,"[[[-65.5325137, -24.871621], [-65.358702, -24.871621], [-65.358702, -24.74685], [-65.5325137, -24.74685]]]"
Sat Sep 05 03:04:13 +0000 2020,1302080064549515300,esperanzapy antonieta gamarra directora de vigilancia sanitaria merecedora del premio nobel de medicina promocióna hidroxicloroquina e ivermectina  es una joda msaludpy httpstcouuposyjwig,200158875,ArakaMiAmor Ville. Parawhy,1206,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Sat Sep 05 03:04:51 +0000 2020,1302080225413603300,un total de 10 000 dosis de ivermectina fueron donados por el dr wilfredo reto valdiviezo para ser distribuidas a la población afectada por covid19 con la finalidad de ayudar al prójimo y garantizar su salud,974606300,SULLANA - PIURA,84,0,PE,"[[[-80.9374690770314, -4.90664699528023], [-80.6263351180064, -4.90664699528023], [-80.6263351180064, -4.17105504120324], [-80.9374690770314, -4.17105504120324]]]"
Sat Sep 05 23:35:38 +0000 2020,1302389962105647000,creador del kit covid19 composto por medicamentos como hidroxicloroquina azitromicina zinco ivermectina aas e ibuprofeno falleció después de 45 días de estar internado httpstcocbgihlj5qr,200158875,ArakaMiAmor Ville. Parawhy,1206,2,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Sun Sep 06 17:14:25 +0000 2020,1302656412900905000,extra en covid19 la azitromicina hidroxicloroquina dióxido de cloro e ivermectina sí funcionan pero para hacer más ricas a las farmacias y creer que los médicos por recetar de más son más chingones 😒,1048707026908577800,"Querétaro Arteaga, México",23377,83,MX,"[[[-100.421037, 25.4805381], [-100.166146, 25.4805381], [-100.166146, 25.802899], [-100.421037, 25.802899]]]"
Mon Sep 07 23:02:58 +0000 2020,1303106514874437600,la experiencia de cientos ha demostrado que la ivermectina es efectiva para tratar en los primeros sintomas del covid19 el ministro de salud y sus secuaces quieren muerte,73908533,ASUNCION - PARAGUAY,194,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Tue Sep 08 10:26:16 +0000 2020,1303278474057191400,si la consulta es que la ivermectina funciona en casos de covid19 te contesto que es un buen antiparasitario no existe evidencia científica  dr julio borba viceministro de atención integral a la salud y bienestar social aprimerahora 1000am,434807722,Paraguay,179318,1,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Tue Sep 08 10:28:01 +0000 2020,1303278914534609000,nosotros somos médicos y nos basamos en la evidencia científica yo no te puedo decir hoy que la ivermectina sirva como antiviral o específicamente contra el covid19  dr julio borba viceministro de atención integral a la salud y bienestar social aprimerahora 1000am,434807722,Paraguay,179318,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Tue Sep 08 12:13:46 +0000 2020,1303305526005182500,hablamos con rgvgobernador gobernador de alto paraná s campaña de distribución de ivermectina contra el covid19 aprimerahora c ruthtuaso y jackiebenz 1000am httpstco5wsphunjv9,434807722,Paraguay,179318,3,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Wed Sep 09 00:02:06 +0000 2020,1303483784260616200,gran noticia ahora solo falta la ivermectina 🙏🏻 httpstcok3mi9vsbty,20008010,Lima - Perú,1113,0,PE,"[[[-77.027995077233, -12.0393559784059], [-76.8954009569297, -12.0393559784059], [-76.8954009569297, -11.8607319928036], [-77.027995077233, -11.8607319928036]]]"
Tue Sep 08 23:40:57 +0000 2020,1303478462779457500,parece que entre victorzamora y pmazzettis no se ponen de acuerdo el ex ministro del minsaperu pidió retirar hidroxicloroquina e ivermectina la ministra sólo pide retirar el primer medicamento a dónde vamos httpstcoib52bmmgsh,855502709327310800,"Jesús Maria, Peru",2717,0,PE,"[[[-77.1110830786398, -12.0976200001203], [-77.0681271567066, -12.0976200001203], [-77.0681271567066, -12.0616509613884], [-77.1110830786398, -12.0616509613884]]]"
Wed Sep 09 02:24:16 +0000 2020,1303519561204015000,un despropósito total por qué la ivermectina señora ministra por favor retire esta sustancia ya httpstcodig7fkxlxq,20008010,Lima - Perú,1113,0,PE,"[[[-77.027995077233, -12.0393559784059], [-76.8954009569297, -12.0393559784059], [-76.8954009569297, -11.8607319928036], [-77.027995077233, -11.8607319928036]]]"
Wed Sep 09 20:23:41 +0000 2020,1303791206988755000,elcabeoficial frito bañado en covid19 y salsa de ivermectina,2422517627,"Barranquilla, Colombia",638,0,CO,"[[[-74.8493027649486, 10.6961950034479], [-74.4663600015422, 10.6961950034479], [-74.4663600015422, 11.1050717499522], [-74.8493027649486, 11.1050717499522]]]"
Fri Sep 11 12:46:50 +0000 2020,1304401013877674000,hoy no existe una sola evidencia científica de que el medicamento ivermectina sirva contra el covid19  dr mazzolenijulio ministro del msaludpy 1000am,434807722,Paraguay,179318,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Sat Sep 12 02:12:46 +0000 2020,1304603833130201000,el antiparasitario ivermectina acaba con el coronavirus en 48 horas httpstcokedhoss7ex,83974268,"ÜT: -12.100843,-77.038314",19781,27,PE,"[[[-77.0627599224666, -12.1135609850107], [-77.007009963459, -12.1135609850107], [-77.007009963459, -12.0879939580289], [-77.0627599224666, -12.0879939580289]]]"
Sun Sep 13 00:20:51 +0000 2020,1304938056328380400,recomendación sobre uso de ivermectina en el tratamiento de covid19  opsoms  organización panamericana de la salud httpstcogut3sgvuq2,1144028255239974900,"San Luis, Argentina",4651,2,AR,"[[[-66.382048, -33.33488], [-66.27891, -33.33488], [-66.27891, -33.260877], [-66.382048, -33.260877]]]"
Wed Sep 16 00:37:49 +0000 2020,1306029486874472400,no mas playas solitarias  para el covid19 entonces hay ivermectina y dióxidodecloro ambos de uso fácil práctico y económico  hay medicamentos para el coronavirus como lo hay para inflamación gripe diarrea infección jaqueca etc entonces porqué7mesesconfinado httpstcosxgk9jlg1a,181793912,"Santo Domingo, Rep. Dom.",1508,0,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Fri Sep 18 18:18:53 +0000 2020,1307021288595165200,ola de cuadros de diarrea en el este a causa de la ivermectina campaña impulsada por el gobernador de alto paraná roberto gonzález vaesken dejó en jaque al sistema sanitario en el este del país y no precisamente por la cantidad de casos de coronavirus httpstcodv7prpsujm,174921357,Asunción - Paraguay,1566,0,PY,"[[[-57.6743043, -25.3479296], [-57.5377312, -25.3479296], [-57.5377312, -25.2525978], [-57.6743043, -25.2525978]]]"
Mon Sep 21 19:41:33 +0000 2020,1308129258917814300,👏”unidos por la verdad” ibuprofeno nebulizado ivermectina y plasma convalescientes documento de la sadiorg 👏 todos deberíamos respetar y aceptar lo que afirman los infectólogos ☝️en cuanto a los tratamientos para covid19  httpstco1r04dm37nh 👇👇👇 httpstcotowjvwfrk6,77051397,"-38.015717,-57.537636",4402,24,AR,"[[[-57.645563, -38.1278142], [-57.517298, -38.1278142], [-57.517298, -37.8953605], [-57.645563, -37.8953605]]]"
Thu Sep 24 16:50:26 +0000 2020,1309173356810432500,coronavirus buenos resultados del tratamiento con ivermectina en un ensayo argentino  httpstcogborer4clf,161081949,Chile,5941,0,CL,"[[[-70.6376924, -33.4499729], [-70.5838263, -33.4499729], [-70.5838263, -33.4089971], [-70.6376924, -33.4089971]]]"
Fri Sep 25 11:00:35 +0000 2020,1309447703479439400,los detalles del estudio con ivermectina que demostró reducir la carga viral en pacientes con covid19  infobae httpstcorc7tjf1ise,2321317278,,15423,0,AR,"[[[-58.5317922, -34.674453], [-58.353494, -34.674453], [-58.353494, -34.534177], [-58.5317922, -34.534177]]]"
Fri Sep 25 12:16:49 +0000 2020,1309466889798779000,los detalles del estudio con ivermectina que demostró reducir la carga viral en pacientes con covid19  infobae httpstcorc7tjf1ise,2321317278,,15423,0,AR,"[[[-58.5317922, -34.674453], [-58.353494, -34.674453], [-58.353494, -34.534177], [-58.5317922, -34.534177]]]"
Fri Sep 25 17:08:46 +0000 2020,1309540361044398000,los detalles del estudio con ivermectina que demostró reducir la carga viral en pacientes con covid19  infobae httpstco5da5b2g5jc,83974268,"ÜT: -12.100843,-77.038314",19781,35,PE,"[[[-77.0627599224666, -12.1135609850107], [-77.007009963459, -12.1135609850107], [-77.007009963459, -12.0879939580289], [-77.0627599224666, -12.0879939580289]]]"
Fri Sep 25 20:07:35 +0000 2020,1309585361631408000,los detalles del estudio con ivermectina que demostró reducir la carga viral en pacientes con covid19  infobae httpstcorc7tjf1ise,2321317278,,15423,1,AR,"[[[-58.5317922, -34.674453], [-58.353494, -34.674453], [-58.353494, -34.534177], [-58.5317922, -34.534177]]]"
Sat Sep 26 03:56:13 +0000 2020,1309703296823824400,todossomossalud entregamos medicamentos para enfrentar al covid19 en toda la región ivermectina paracetamol y mascarillas en los distritos de celendín cutervo santa cruz chota y contumazá primerolagente mesiasguevara minsaperu pcmperu httpstco5a8veey5ya,775745498389119000,"Cajamarca, Peru",3772,3,PE,"[[[-78.6630560378206, -7.24465097891973], [-78.4530388834123, -7.24465097891973], [-78.4530388834123, -6.88632696288518], [-78.6630560378206, -6.88632696288518]]]"
Sat Sep 26 11:44:08 +0000 2020,1309821052839776300,en mi familia hubo 8 casos entre ellos mi abuela y una tía muy mayor de edad todos usaron la ivermectina y no tuvimos ningún deceso gracias a dios 12 httpstcolmrhs0pe5y,93517145,Republica Dominicana,31175,1,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Sun Sep 27 22:53:52 +0000 2020,1310351981878423600,protocolo de triple terapia con ivermectina para covid19 al médico de cabecera de australia  httpstcozetniblzyx,83974268,"ÜT: -12.100843,-77.038314",19781,1,PE,"[[[-77.0627599224666, -12.1135609850107], [-77.007009963459, -12.1135609850107], [-77.007009963459, -12.0879939580289], [-77.0627599224666, -12.0879939580289]]]"
Tue Sep 29 02:03:21 +0000 2020,1310762054886645800,la ivermectina reduce la carga viral de la covid19 y apoyan al sistema inmune a combatirlo estudio httpstcotfchcmytpf,139580862,"Juarez, México",107,0,MX,"[[[-106.950638, 31.1206809], [-106.185378, 31.1206809], [-106.185378, 31.7838668], [-106.950638, 31.7838668]]]"
Thu Oct 01 22:28:01 +0000 2020,1311795029799772200,esperanza ivermectina prueban que es efectiva para enfrentar al coronavirus  inforegión httpstcoydxljb56yn,1144028255239974900,"San Luis, Argentina",4651,3,AR,"[[[-66.382048, -33.33488], [-66.27891, -33.33488], [-66.27891, -33.260877], [-66.382048, -33.260877]]]"
Fri Oct 02 00:51:21 +0000 2020,1311831099442684000,erodrigue12 enmariasela yo me use la ivermectina en mi proceso del coronavirus y la verdad es que gracias a ella y complejo b además zumo concentrado de limón solo fue leve pero leve de verdad,485918054,República Dominicana,3174,0,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Fri Oct 02 00:26:40 +0000 2020,1311824889146478600,muy desalentador otra puerta que se cierra ni la hidroxicloroquina ni la ivermectina ni la azitromicina ni el interferon ahora tampoco el plasma 😢nada de nada cuanta gente más tendrá que morir 🙏dioooos 😞 httpstcojigiibh42w,252831234,,2206,0,AR,"[[[-58.5317922, -34.674453], [-58.353494, -34.674453], [-58.353494, -34.534177], [-58.5317922, -34.534177]]]"
Fri Oct 02 22:08:46 +0000 2020,1312152573097386000,ojalá esté tomando hidroxicloroquina dióxido de cloro ivermectina y todo eso que dicen los médicos por la verdad👍 cc chosi01 ¿estarías de acuerdo👆 httpstcoikln2cnnk8,200158875,ArakaMiAmor Ville. Parawhy,1206,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Sat Oct 03 00:32:38 +0000 2020,1312188776161001500,ivermectina 2 por 3 día y listo jefe ☑️ httpstcoplx1p3mxh1,959504178489020400,El país de las Maravillas. RD,257,0,DO,"[[[-69.8844597596896, 18.4534635404481], [-69.6891040806453, 18.4534635404481], [-69.6891040806453, 18.6012321621121], [-69.8844597596896, 18.6012321621121]]]"
